userid,version,sum_gamerounds,retention_1,retention_7,ab_group
91010,gate_40,70,0,0,treatment
91027,gate_30,2,0,0,control
91045,gate_40,44,0,0,treatment
92061,gate_40,98,1,0,treatment
92161,gate_30,18,0,0,control
92162,gate_30,9,0,0,control
92168,gate_40,6,0,0,treatment
92286,gate_30,3,1,0,control
92463,gate_40,2,0,0,treatment
92638,gate_40,54,0,0,treatment
92789,gate_40,4,0,0,treatment
92914,gate_40,13,0,1,treatment
93014,gate_30,0,0,0,control
93131,gate_40,8,0,0,treatment
93166,gate_30,10,1,0,control
93241,gate_30,18,0,0,control
93289,gate_40,0,0,0,treatment
93646,gate_30,33,0,0,control
93914,gate_40,9,0,0,treatment
93957,gate_30,6,0,1,control
93997,gate_30,2,0,0,control
94159,gate_30,79,1,1,control
94282,gate_40,9,0,0,treatment
94407,gate_30,1,0,0,control
94455,gate_40,35,1,1,treatment
94639,gate_30,4,0,0,control
94768,gate_30,9,0,0,control
94904,gate_30,43,1,0,control
95033,gate_30,42,1,0,control
95357,gate_40,6,1,1,treatment
95371,gate_30,282,1,1,control
95530,gate_30,11,0,0,control
95696,gate_40,42,0,1,treatment
95946,gate_30,16,0,0,control
96038,gate_40,132,0,1,treatment
96058,gate_30,49,1,1,control
96076,gate_30,95,1,1,control
96123,gate_40,3,0,0,treatment
96471,gate_30,183,1,0,control
96535,gate_40,24,0,0,treatment
96561,gate_40,112,1,1,treatment
96675,gate_30,70,1,1,control
96744,gate_30,332,1,1,control
96745,gate_40,100,1,1,treatment
97019,gate_30,3,0,0,control
97308,gate_30,798,1,1,control
97461,gate_40,4,0,0,treatment
97741,gate_30,0,0,0,control
97754,gate_30,27,1,0,control
97777,gate_40,41,1,0,treatment
97849,gate_30,81,1,1,control
97873,gate_40,49,1,0,treatment
97971,gate_30,142,1,1,control
98151,gate_30,31,0,0,control
98229,gate_30,5,1,0,control
98354,gate_40,35,0,0,treatment
98592,gate_40,4,0,0,treatment
98833,gate_30,3,0,0,control
98955,gate_30,16,0,0,control
99178,gate_30,12,0,0,control
99252,gate_40,48,1,0,treatment
99264,gate_30,8,1,0,control
99307,gate_40,6,1,0,treatment
99411,gate_40,13,0,0,treatment
99583,gate_40,35,1,0,treatment
99630,gate_30,4,0,0,control
99631,gate_40,9,1,0,treatment
99806,gate_30,7,1,0,control
99912,gate_40,27,1,0,treatment
99928,gate_40,83,1,0,treatment
99944,gate_40,3,0,0,treatment
99976,gate_30,3,0,0,control
100026,gate_40,3,0,0,treatment
100084,gate_30,143,0,1,control
100151,gate_40,39,1,1,treatment
100214,gate_40,114,1,1,treatment
100367,gate_30,71,1,0,control
100511,gate_30,13,0,0,control
100556,gate_40,63,1,1,treatment
100585,gate_30,75,1,0,control
100807,gate_30,27,1,0,control
100899,gate_40,15,0,0,treatment
100933,gate_30,8,0,0,control
101024,gate_40,17,1,0,treatment
101041,gate_30,95,1,0,control
101248,gate_40,6,0,0,treatment
101591,gate_30,186,1,1,control
101601,gate_30,50,1,0,control
101664,gate_30,129,1,0,control
101675,gate_40,1,0,0,treatment
101697,gate_40,4,1,0,treatment
101864,gate_40,30,0,0,treatment
101880,gate_30,1,0,0,control
101884,gate_40,3,0,0,treatment
101915,gate_30,164,1,1,control
101953,gate_40,1,1,0,treatment
101961,gate_40,9,0,0,treatment
102182,gate_40,6,0,0,treatment
102302,gate_40,78,0,1,treatment
102540,gate_30,249,1,1,control
102573,gate_40,34,0,0,treatment
102598,gate_30,29,1,0,control
102742,gate_40,18,1,0,treatment
102748,gate_40,4,0,0,treatment
102753,gate_30,14,0,0,control
102931,gate_30,2,0,0,control
102977,gate_30,8,0,1,control
103095,gate_40,47,1,0,treatment
103308,gate_40,3,0,0,treatment
103414,gate_30,345,1,0,control
103463,gate_40,1,0,0,treatment
103498,gate_30,50,1,1,control
103555,gate_30,13,0,0,control
103557,gate_40,57,1,0,treatment
103625,gate_30,7,0,0,control
103714,gate_30,13,1,0,control
103804,gate_30,27,0,0,control
104157,gate_40,59,1,0,treatment
104158,gate_40,16,1,1,treatment
104211,gate_30,51,0,0,control
104553,gate_30,4,0,0,control
104563,gate_40,7,0,0,treatment
104577,gate_30,546,1,1,control
104592,gate_40,45,0,0,treatment
104686,gate_30,28,1,0,control
104694,gate_30,82,0,1,control
104796,gate_30,394,1,1,control
104800,gate_30,5,0,0,control
104899,gate_40,227,1,1,treatment
104999,gate_40,258,0,1,treatment
105277,gate_30,56,1,0,control
105342,gate_40,0,0,0,treatment
105632,gate_40,52,0,0,treatment
105700,gate_30,8,0,0,control
105948,gate_30,0,0,0,control
106093,gate_30,5,0,0,control
106422,gate_40,8,0,0,treatment
106423,gate_30,1,0,0,control
106447,gate_30,19,1,0,control
106487,gate_30,11,0,0,control
106523,gate_40,6,0,0,treatment
106600,gate_30,375,1,1,control
106828,gate_30,9,0,0,control
106895,gate_30,4,0,0,control
107040,gate_40,57,1,0,treatment
107169,gate_40,2,0,0,treatment
107563,gate_30,39,0,0,control
107617,gate_30,8,0,0,control
107662,gate_30,1,0,0,control
107670,gate_30,7,0,0,control
107936,gate_40,2,0,0,treatment
107981,gate_30,51,1,0,control
108052,gate_40,4,0,0,treatment
108068,gate_30,0,0,0,control
108134,gate_30,54,0,1,control
108287,gate_30,10,0,0,control
108303,gate_40,11,0,0,treatment
108320,gate_40,3,0,0,treatment
108454,gate_30,35,0,1,control
108535,gate_40,39,0,0,treatment
108608,gate_30,7,0,0,control
108668,gate_40,19,1,0,treatment
108753,gate_40,3,1,0,treatment
109109,gate_30,7,0,0,control
109111,gate_40,6,1,0,treatment
109151,gate_40,109,1,0,treatment
109158,gate_40,106,1,0,treatment
109300,gate_40,0,0,0,treatment
109366,gate_40,158,1,1,treatment
109431,gate_30,60,1,0,control
109458,gate_40,0,0,0,treatment
109556,gate_30,13,1,0,control
109578,gate_30,35,0,0,control
109745,gate_40,7,0,0,treatment
109757,gate_30,29,1,1,control
109796,gate_40,0,0,0,treatment
109838,gate_30,9,0,0,control
109991,gate_30,519,1,1,control
110004,gate_30,73,1,0,control
110329,gate_40,2,0,0,treatment
110479,gate_30,0,0,1,control
110528,gate_30,5,0,0,control
110634,gate_30,10,0,0,control
110750,gate_40,10,0,0,treatment
111162,gate_30,5,1,0,control
111196,gate_40,52,1,0,treatment
111362,gate_40,56,1,0,treatment
111382,gate_40,42,1,1,treatment
111496,gate_30,26,0,0,control
111540,gate_40,19,0,0,treatment
111949,gate_30,20,1,0,control
111961,gate_40,34,0,0,treatment
111981,gate_40,1,0,0,treatment
112127,gate_30,7,1,0,control
112216,gate_40,77,0,0,treatment
112251,gate_30,9,0,0,control
112355,gate_40,0,0,0,treatment
112365,gate_40,41,1,0,treatment
112375,gate_30,26,1,0,control
112718,gate_30,553,1,1,control
113086,gate_40,11,0,0,treatment
113087,gate_40,260,1,1,treatment
113325,gate_30,86,1,1,control
113378,gate_40,47,0,1,treatment
113462,gate_30,175,1,0,control
113497,gate_30,28,1,0,control
113563,gate_30,11,0,0,control
113607,gate_30,25,0,0,control
113621,gate_40,44,1,1,treatment
113666,gate_30,81,1,1,control
113725,gate_40,47,1,0,treatment
113800,gate_30,37,1,0,control
113888,gate_30,11,1,0,control
114118,gate_30,3,0,0,control
114278,gate_30,2,0,0,control
114320,gate_30,26,1,0,control
114360,gate_40,2,0,0,treatment
114521,gate_30,0,0,0,control
114532,gate_30,8,0,0,control
114626,gate_40,11,1,0,treatment
114859,gate_30,23,0,0,control
114985,gate_40,3,1,0,treatment
115234,gate_30,123,0,1,control
115235,gate_30,2,0,0,control
115498,gate_40,104,1,0,treatment
115774,gate_40,28,1,0,treatment
115813,gate_40,1,0,0,treatment
115854,gate_40,21,1,0,treatment
115980,gate_40,3,0,0,treatment
116002,gate_30,281,1,1,control
116099,gate_40,19,1,0,treatment
116198,gate_30,20,0,0,control
116247,gate_30,240,0,1,control
116336,gate_30,2,0,0,control
116382,gate_40,69,1,1,treatment
116423,gate_30,33,0,0,control
116430,gate_30,15,0,0,control
116439,gate_40,14,1,0,treatment
116590,gate_30,45,1,0,control
116653,gate_40,17,0,0,treatment
116793,gate_40,275,1,1,treatment
116828,gate_30,11,1,0,control
117026,gate_30,317,1,0,control
117186,gate_40,2,0,0,treatment
117195,gate_40,1,0,0,treatment
117242,gate_30,90,1,0,control
117481,gate_30,15,1,0,control
117700,gate_40,90,1,0,treatment
117728,gate_40,14,0,0,treatment
117763,gate_40,6,0,0,treatment
117868,gate_30,190,1,0,control
117918,gate_40,11,1,0,treatment
117992,gate_30,142,1,1,control
118091,gate_40,8,0,0,treatment
118189,gate_30,50,0,0,control
118204,gate_30,3,0,0,control
118555,gate_40,6,0,0,treatment
118654,gate_40,192,0,1,treatment
118690,gate_30,8,0,0,control
118773,gate_40,0,0,0,treatment
119142,gate_30,28,0,0,control
119209,gate_40,343,0,1,treatment
119231,gate_30,6,1,0,control
119331,gate_30,10,0,1,control
119464,gate_30,2,1,0,control
119507,gate_30,3,0,0,control
119591,gate_40,11,0,0,treatment
119742,gate_30,191,1,1,control
119784,gate_30,2,0,0,control
120131,gate_40,3,0,0,treatment
120587,gate_30,45,0,0,control
120662,gate_40,8,1,1,treatment
120664,gate_40,20,1,0,treatment
120771,gate_30,16,0,0,control
120978,gate_30,18,0,0,control
121148,gate_40,52,0,0,treatment
121179,gate_30,3,0,0,control
121303,gate_30,1374,1,1,control
121409,gate_30,2,0,0,control
121431,gate_40,3,0,0,treatment
121476,gate_30,4,0,0,control
121571,gate_30,8,0,0,control
121738,gate_40,19,0,0,treatment
122133,gate_30,3,1,0,control
122211,gate_30,4,0,0,control
122299,gate_40,65,0,0,treatment
122334,gate_30,1,0,0,control
122533,gate_30,199,1,1,control
122635,gate_30,24,1,0,control
122690,gate_40,3,0,0,treatment
122817,gate_40,74,1,0,treatment
122975,gate_30,197,1,1,control
122981,gate_30,40,0,0,control
123038,gate_40,9,0,0,treatment
123083,gate_40,29,0,0,treatment
123121,gate_40,66,1,0,treatment
123318,gate_40,48,1,0,treatment
123406,gate_40,14,0,0,treatment
123522,gate_40,15,0,0,treatment
123638,gate_30,50,1,0,control
123904,gate_30,2,0,0,control
123937,gate_40,39,1,0,treatment
124004,gate_30,16,0,0,control
124022,gate_30,6,1,0,control
124379,gate_40,124,0,1,treatment
124432,gate_40,0,0,0,treatment
124568,gate_40,4,0,0,treatment
124702,gate_30,93,1,1,control
124729,gate_30,41,1,0,control
124759,gate_30,2,0,0,control
124945,gate_30,16,1,0,control
125019,gate_30,8,0,0,control
125035,gate_40,4,0,0,treatment
125058,gate_30,38,1,0,control
125379,gate_30,91,1,1,control
125416,gate_30,19,0,0,control
125523,gate_30,344,1,1,control
125735,gate_40,73,0,0,treatment
125749,gate_40,11,0,0,treatment
125752,gate_30,2,1,0,control
125925,gate_30,51,1,0,control
125951,gate_30,1,0,0,control
125996,gate_40,33,1,1,treatment
126043,gate_40,142,1,0,treatment
126289,gate_30,44,1,0,control
126418,gate_40,44,1,0,treatment
126645,gate_30,222,1,1,control
126812,gate_30,11,0,0,control
126972,gate_40,14,0,0,treatment
127003,gate_40,6,0,0,treatment
127428,gate_30,12,1,0,control
127467,gate_40,15,1,0,treatment
127487,gate_30,200,1,1,control
127596,gate_40,6,1,0,treatment
127794,gate_30,35,0,0,control
127814,gate_30,3,0,0,control
127839,gate_30,5,0,1,control
127893,gate_30,13,0,0,control
128079,gate_30,17,1,0,control
128334,gate_30,3,0,0,control
128346,gate_30,43,1,0,control
128355,gate_40,4,1,0,treatment
128450,gate_40,2,0,0,treatment
128547,gate_40,64,0,0,treatment
128817,gate_30,399,0,1,control
128956,gate_30,60,1,0,control
128989,gate_40,216,1,0,treatment
129110,gate_40,42,1,0,treatment
129131,gate_40,18,1,0,treatment
129156,gate_40,15,0,0,treatment
129203,gate_40,1,0,0,treatment
129208,gate_30,14,0,0,control
129260,gate_30,129,0,1,control
129284,gate_40,2,0,0,treatment
129335,gate_40,2,0,0,treatment
129391,gate_30,26,0,0,control
129682,gate_30,12,1,0,control
129826,gate_40,13,0,0,treatment
130176,gate_40,17,1,0,treatment
130250,gate_40,13,1,0,treatment
130260,gate_30,7,0,0,control
130271,gate_30,23,1,0,control
130391,gate_30,33,0,0,control
130412,gate_30,38,0,0,control
130417,gate_40,36,1,1,treatment
130572,gate_40,55,1,0,treatment
130879,gate_30,159,1,1,control
131233,gate_30,11,0,0,control
131261,gate_30,4,0,0,control
131314,gate_30,2,0,0,control
131358,gate_40,69,1,1,treatment
131740,gate_30,74,1,0,control
132154,gate_30,4,0,0,control
132240,gate_30,4,0,0,control
132330,gate_30,113,1,0,control
132503,gate_30,1,0,0,control
132756,gate_40,5,0,0,treatment
132794,gate_40,0,0,0,treatment
132919,gate_40,36,1,0,treatment
132928,gate_40,139,1,1,treatment
132961,gate_40,79,1,0,treatment
133088,gate_30,50,1,0,control
133102,gate_40,11,0,0,treatment
133577,gate_30,331,1,1,control
133783,gate_30,12,0,0,control
133854,gate_40,29,1,0,treatment
133961,gate_40,26,0,0,treatment
134380,gate_40,117,1,0,treatment
134381,gate_40,7,1,0,treatment
134386,gate_40,23,0,0,treatment
134428,gate_40,26,0,0,treatment
134595,gate_40,2,0,0,treatment
134621,gate_40,40,1,0,treatment
134692,gate_30,15,0,0,control
134763,gate_40,32,1,0,treatment
134875,gate_40,10,1,0,treatment
134885,gate_30,432,1,1,control
134891,gate_40,2,0,0,treatment
134914,gate_30,8,1,0,control
135084,gate_40,16,1,0,treatment
135220,gate_40,148,1,1,treatment
135232,gate_30,2,0,0,control
135315,gate_30,2,0,0,control
135435,gate_40,1,0,0,treatment
135479,gate_30,4,0,0,control
135584,gate_30,4,0,1,control
135693,gate_30,149,1,1,control
135739,gate_30,13,0,0,control
135910,gate_40,5,0,0,treatment
135919,gate_30,21,0,1,control
135978,gate_30,80,0,1,control
136109,gate_40,1,0,0,treatment
136363,gate_40,0,0,0,treatment
136453,gate_30,12,0,0,control
136496,gate_40,1,0,0,treatment
136506,gate_30,9,0,0,control
136638,gate_30,15,0,0,control
136647,gate_30,13,0,0,control
136724,gate_40,9,1,0,treatment
136945,gate_30,12,1,0,control
137089,gate_40,2,0,0,treatment
137158,gate_30,7,0,0,control
137177,gate_30,45,0,0,control
137354,gate_30,18,0,0,control
137380,gate_40,43,1,1,treatment
137445,gate_40,284,1,1,treatment
137520,gate_30,9,1,0,control
137546,gate_40,5,0,0,treatment
137570,gate_30,181,1,1,control
137586,gate_40,21,1,0,treatment
137752,gate_40,27,0,0,treatment
137865,gate_30,39,1,0,control
137911,gate_40,19,1,1,treatment
138070,gate_40,32,1,0,treatment
138234,gate_30,75,1,1,control
138257,gate_40,0,0,0,treatment
138315,gate_30,10,0,0,control
138392,gate_40,34,1,0,treatment
138521,gate_30,4,1,0,control
138561,gate_30,22,0,0,control
138622,gate_40,16,1,0,treatment
138886,gate_30,59,1,1,control
138891,gate_30,231,1,1,control
138918,gate_30,2,0,0,control
139072,gate_40,681,0,1,treatment
139081,gate_40,8,0,0,treatment
139206,gate_40,0,0,0,treatment
139211,gate_40,3,0,0,treatment
139264,gate_30,311,1,1,control
139309,gate_40,6,0,0,treatment
139581,gate_40,103,1,1,treatment
139772,gate_30,80,0,1,control
139856,gate_40,2,0,0,treatment
140041,gate_30,70,1,1,control
140102,gate_40,10,0,0,treatment
140335,gate_40,3,0,0,treatment
140468,gate_30,27,1,0,control
140695,gate_40,2,0,0,treatment
140734,gate_30,51,0,1,control
140907,gate_30,81,1,0,control
141059,gate_40,28,0,0,treatment
141146,gate_40,13,0,0,treatment
141163,gate_30,44,1,0,control
141256,gate_40,10,0,0,treatment
141275,gate_30,12,1,0,control
141449,gate_40,124,0,1,treatment
141509,gate_30,1,0,0,control
141613,gate_30,23,0,0,control
141698,gate_40,36,0,0,treatment
141837,gate_30,6,0,0,control
141928,gate_40,2,0,0,treatment
141967,gate_40,3,1,0,treatment
142162,gate_40,11,0,0,treatment
142359,gate_40,66,1,1,treatment
142413,gate_40,35,1,0,treatment
142456,gate_40,9,1,0,treatment
142665,gate_40,28,1,0,treatment
142718,gate_30,29,1,0,control
142942,gate_40,1,0,0,treatment
142964,gate_30,3,0,0,control
142985,gate_40,57,1,1,treatment
143079,gate_40,24,0,0,treatment
143115,gate_40,13,1,1,treatment
143123,gate_40,4,1,0,treatment
143284,gate_30,8,0,0,control
143386,gate_30,1,0,0,control
143514,gate_30,15,1,0,control
143691,gate_30,10,0,0,control
143939,gate_40,57,1,0,treatment
143962,gate_40,4,0,0,treatment
144087,gate_30,1,0,0,control
144110,gate_40,0,0,0,treatment
144120,gate_30,52,1,0,control
144252,gate_30,1,0,0,control
144287,gate_30,18,1,0,control
144430,gate_30,3,0,0,control
144470,gate_40,7,0,0,treatment
144493,gate_40,29,0,0,treatment
144553,gate_30,9,0,0,control
144571,gate_40,87,1,1,treatment
144664,gate_30,45,1,0,control
144692,gate_30,6,0,0,control
144935,gate_30,5,0,0,control
145093,gate_40,25,1,0,treatment
145225,gate_40,75,1,1,treatment
145307,gate_40,22,1,1,treatment
145401,gate_30,3,0,0,control
145539,gate_40,1,0,0,treatment
145578,gate_30,7,0,0,control
145763,gate_40,30,0,1,treatment
145852,gate_30,186,1,1,control
145917,gate_40,3,0,0,treatment
145938,gate_30,53,1,0,control
146150,gate_30,3,1,0,control
146164,gate_40,3,0,0,treatment
146269,gate_40,29,0,0,treatment
146394,gate_30,2,1,0,control
146502,gate_30,15,1,0,control
146715,gate_40,134,1,1,treatment
146772,gate_30,2,0,0,control
146836,gate_30,16,0,0,control
146898,gate_30,347,1,1,control
146937,gate_40,29,0,0,treatment
146981,gate_40,12,0,0,treatment
147246,gate_40,95,1,0,treatment
147292,gate_40,76,0,1,treatment
147334,gate_40,22,1,1,treatment
147450,gate_40,6,0,0,treatment
147507,gate_40,7,0,0,treatment
147572,gate_40,18,1,1,treatment
147639,gate_30,11,0,0,control
147685,gate_40,71,1,0,treatment
147826,gate_30,8,0,0,control
147830,gate_40,12,1,1,treatment
147836,gate_30,22,0,0,control
148012,gate_30,6,0,0,control
148083,gate_40,0,0,0,treatment
148166,gate_30,211,1,0,control
148248,gate_40,3,0,0,treatment
148254,gate_30,10,0,0,control
148358,gate_30,137,0,1,control
148453,gate_40,0,0,0,treatment
148488,gate_40,1,0,0,treatment
148574,gate_40,1,0,0,treatment
148772,gate_40,30,1,0,treatment
148811,gate_40,49,0,0,treatment
148974,gate_40,50,1,0,treatment
149244,gate_30,0,0,0,control
149272,gate_40,42,0,1,treatment
149329,gate_30,4,0,0,control
149473,gate_30,14,0,0,control
149574,gate_30,60,1,0,control
149626,gate_40,5,0,0,treatment
149641,gate_30,3,0,0,control
149721,gate_40,30,1,0,treatment
149805,gate_40,35,1,1,treatment
149859,gate_40,3,0,0,treatment
149896,gate_40,116,1,1,treatment
150039,gate_30,503,1,0,control
150056,gate_40,70,0,0,treatment
150076,gate_40,45,1,1,treatment
150102,gate_40,74,1,0,treatment
150178,gate_40,60,0,1,treatment
150398,gate_40,169,1,1,treatment
150529,gate_30,6,0,0,control
150547,gate_40,42,0,0,treatment
150648,gate_30,35,0,1,control
150818,gate_40,43,1,0,treatment
150860,gate_40,11,0,0,treatment
150861,gate_40,185,1,0,treatment
150936,gate_40,2,0,0,treatment
151171,gate_40,21,0,0,treatment
151188,gate_40,10,0,0,treatment
151255,gate_40,15,1,0,treatment
151297,gate_40,34,1,0,treatment
151354,gate_30,27,1,0,control
151367,gate_30,222,1,1,control
151387,gate_40,0,0,0,treatment
151428,gate_30,0,0,0,control
151543,gate_40,20,1,0,treatment
151588,gate_40,32,1,1,treatment
151823,gate_30,13,0,0,control
151846,gate_30,20,1,0,control
152136,gate_30,3,0,0,control
152233,gate_40,11,0,0,treatment
152269,gate_40,12,0,0,treatment
152371,gate_30,25,0,0,control
152596,gate_30,31,1,0,control
152747,gate_30,0,0,0,control
152824,gate_40,62,1,0,treatment
153206,gate_40,12,0,0,treatment
153448,gate_30,3,0,0,control
153509,gate_40,3,0,0,treatment
153715,gate_40,7,0,0,treatment
153746,gate_40,3,0,0,treatment
153879,gate_40,3,0,0,treatment
153921,gate_30,22,0,0,control
154098,gate_40,118,1,0,treatment
154141,gate_40,24,1,0,treatment
154165,gate_40,4,0,0,treatment
154254,gate_30,19,1,0,control
154280,gate_40,16,0,0,treatment
154381,gate_40,18,1,0,treatment
154392,gate_30,28,1,0,control
154490,gate_40,117,1,1,treatment
154535,gate_30,7,1,0,control
154658,gate_40,37,1,0,treatment
154666,gate_40,20,1,0,treatment
154849,gate_30,1,0,0,control
154995,gate_40,4,0,0,treatment
155074,gate_30,9,1,0,control
155505,gate_30,23,1,0,control
155627,gate_30,1,0,0,control
155665,gate_40,87,1,0,treatment
155726,gate_40,103,1,1,treatment
155827,gate_40,29,0,0,treatment
155888,gate_30,5,0,0,control
155941,gate_40,28,0,0,treatment
155958,gate_40,25,1,0,treatment
156189,gate_30,16,0,0,control
156220,gate_30,212,1,1,control
156370,gate_30,12,0,1,control
156403,gate_40,31,1,0,treatment
156485,gate_30,5,1,0,control
156697,gate_30,762,1,1,control
156750,gate_30,12,0,0,control
156852,gate_30,23,1,0,control
156990,gate_40,49,0,1,treatment
157002,gate_40,16,0,0,treatment
157010,gate_30,10,0,0,control
157098,gate_40,3,0,0,treatment
157124,gate_30,3,0,0,control
157149,gate_40,1,0,0,treatment
157151,gate_30,1,0,0,control
157168,gate_40,32,1,0,treatment
157385,gate_40,3,0,0,treatment
157553,gate_30,24,1,1,control
157584,gate_30,62,1,0,control
157624,gate_40,16,1,0,treatment
157879,gate_40,313,1,1,treatment
157929,gate_40,21,0,0,treatment
158094,gate_30,42,1,0,control
158279,gate_30,2,0,0,control
158375,gate_40,16,1,0,treatment
158459,gate_40,57,1,1,treatment
158501,gate_40,8,0,0,treatment
158595,gate_40,33,1,0,treatment
158623,gate_40,1,0,0,treatment
158679,gate_30,43,1,0,control
158710,gate_30,0,0,0,control
158820,gate_40,294,1,0,treatment
159013,gate_30,4,0,0,control
159030,gate_30,0,0,0,control
159050,gate_30,16,1,0,control
159068,gate_30,37,0,0,control
159201,gate_30,5,0,0,control
159273,gate_30,2,0,0,control
159335,gate_40,17,1,0,treatment
159569,gate_40,41,1,0,treatment
159606,gate_40,3,0,0,treatment
159637,gate_30,2,0,0,control
159790,gate_30,6,0,0,control
159811,gate_30,12,0,0,control
159871,gate_40,141,1,0,treatment
159887,gate_30,15,0,0,control
159961,gate_40,5,0,0,treatment
160149,gate_30,3,0,0,control
160152,gate_30,44,0,0,control
160169,gate_30,4,0,0,control
160191,gate_30,58,1,0,control
160268,gate_30,384,1,1,control
160315,gate_30,41,1,0,control
160475,gate_40,0,0,0,treatment
160706,gate_30,32,1,0,control
160982,gate_40,21,1,0,treatment
